CustomerKey,Segment,SignupDate
9612,Consumer,13-05-2024
9613,Corporate,06-10-2024
9614,Consumer,02-01-2022
9615,Consumer,21-05-2023
9616,Corporate,24-02-2023
9617,Consumer,01-03-2023
9618,Consumer,22-06-2022
9619,Consumer,29-12-2022
9620,Corporate,30-12-2022
9621,Consumer,01-11-2024
9622,Consumer,07-09-2022
9623,Small Business,10-12-2024
9624,Consumer,05-03-2023
9625,Consumer,16-06-2022
9626,Consumer,09-06-2023
9627,Small Business,08-03-2024
9628,Consumer,06-08-2022
9629,Corporate,30-10-2022
9630,Corporate,03-08-2024
9631,Consumer,27-11-2023
9632,Consumer,19-09-2022
9633,Consumer,13-04-2023
9634,Consumer,21-01-2023
9635,Small Business,17-11-2024
9636,Corporate,21-07-2023
9637,Small Business,05-07-2024
9638,Small Business,10-04-2024
9639,Small Business,14-10-2023
9640,Corporate,20-04-2023
9641,Consumer,24-04-2023
9642,Corporate,30-07-2023
9643,Consumer,28-06-2023
9644,Consumer,12-10-2022
9645,Small Business,27-02-2024
9646,Consumer,02-05-2022
9647,Consumer,10-06-2024
9648,Consumer,01-06-2024
9649,Small Business,06-09-2024
9650,Small Business,06-09-2023
9651,Consumer,19-11-2024
9652,Consumer,12-02-2024
9653,Consumer,05-01-2023
9654,Small Business,08-10-2024
9655,Small Business,01-03-2024
9656,Consumer,19-02-2023
9657,Consumer,24-09-2022
9658,Small Business,26-01-2024
9659,Consumer,16-08-2023
9660,Small Business,19-09-2023
9661,Corporate,27-10-2024
9662,Small Business,17-01-2024
9663,Consumer,16-06-2024
9664,Consumer,05-04-2022
9665,Small Business,18-11-2023
9666,Small Business,09-05-2024
9667,Consumer,12-04-2022
9668,Consumer,18-07-2024
9669,Corporate,27-04-2024
9670,Consumer,30-04-2023
9671,Consumer,26-10-2023
9672,Consumer,21-02-2024
9673,Consumer,21-08-2023
9674,Small Business,28-04-2022
9675,Consumer,16-07-2023
9676,Corporate,30-10-2022
9677,Corporate,16-10-2024
9678,Consumer,23-08-2024
9679,Consumer,06-10-2023
9680,Small Business,08-09-2024
9681,Small Business,22-03-2022
9682,Small Business,28-01-2023
9683,Consumer,20-01-2023
9684,Consumer,15-06-2022
9685,Corporate,19-02-2024
9686,Consumer,28-11-2022
9687,Consumer,23-12-2022
9688,Consumer,15-02-2022
9689,Consumer,14-04-2023
9690,Consumer,28-12-2022
9691,Consumer,31-08-2024
9692,Consumer,09-09-2023
9693,Small Business,21-08-2024
9694,Small Business,21-08-2024
9695,Consumer,09-04-2023
9696,Consumer,17-08-2024
9697,Consumer,01-08-2024
9698,Corporate,06-08-2023
9699,Consumer,01-11-2023
9700,Consumer,26-03-2022
9701,Consumer,15-11-2024
9702,Consumer,29-06-2023
9703,Small Business,19-04-2022
9704,Small Business,19-04-2023
9705,Consumer,24-11-2024
9706,Consumer,05-10-2022
9707,Consumer,23-05-2024
9708,Consumer,02-09-2023
9709,Small Business,09-09-2024
9710,Consumer,04-03-2024
9711,Consumer,25-04-2022
9712,Consumer,26-10-2024
9713,Consumer,18-05-2022
9714,Consumer,16-09-2022
9715,Small Business,05-02-2024
9716,Consumer,18-04-2022
9717,Consumer,15-05-2023
9718,Small Business,12-01-2023
9719,Consumer,23-01-2023
9720,Consumer,13-06-2024
9721,Corporate,05-08-2024
9722,Consumer,15-01-2022
9723,Small Business,14-03-2022
9724,Small Business,03-12-2023
9725,Small Business,26-12-2023
9726,Consumer,30-03-2023
9727,Small Business,17-07-2022
9728,Small Business,12-03-2023
9729,Corporate,22-05-2023
9730,Consumer,20-04-2023
9731,Small Business,26-01-2024
9732,Consumer,19-06-2023
9733,Consumer,04-06-2024
9734,Corporate,09-08-2023
9735,Small Business,02-06-2024
9736,Small Business,18-02-2023
9737,Consumer,16-02-2024
9738,Consumer,01-05-2022
9739,Consumer,13-05-2023
9740,Consumer,03-07-2023
9741,Small Business,19-12-2023
9742,Consumer,30-09-2023
9743,Small Business,22-02-2024
9744,Consumer,14-08-2023
9745,Consumer,17-04-2022
9746,Consumer,06-08-2022
9747,Consumer,03-06-2024
9748,Small Business,04-03-2022
9749,Corporate,15-10-2023
9750,Corporate,15-11-2023
9751,Consumer,15-06-2022
9752,Consumer,20-06-2023
9753,Consumer,03-08-2024
9754,Consumer,10-08-2024
9755,Small Business,04-07-2022
9756,Small Business,26-02-2022
9757,Consumer,02-06-2024
9758,Consumer,02-04-2024
9759,Consumer,04-01-2023
9760,Consumer,10-04-2024
9761,Corporate,08-06-2022
9762,Consumer,22-12-2024
9763,Consumer,12-02-2024
9764,Consumer,20-11-2024
9765,Consumer,17-11-2024
9766,Small Business,03-12-2023
9767,Small Business,11-08-2024
9768,Consumer,02-10-2022
9769,Small Business,01-02-2023
9770,Consumer,28-05-2023
9771,Corporate,12-09-2024
9772,Consumer,06-08-2022
9773,Consumer,11-05-2023
9774,Consumer,27-11-2024
9775,Consumer,07-12-2023
9776,Corporate,18-03-2024
9777,Corporate,25-12-2024
9778,Small Business,23-11-2023
9779,Consumer,10-06-2022
9780,Small Business,12-10-2022
9781,Small Business,05-08-2024
9782,Small Business,13-09-2024
9783,Consumer,01-02-2022
9784,Consumer,10-03-2022
9785,Consumer,08-09-2022
9786,Consumer,23-10-2023
9787,Consumer,18-07-2022
9788,Consumer,31-07-2024
9789,Consumer,21-11-2023
9790,Corporate,18-11-2022
9791,Consumer,07-09-2024
9792,Consumer,07-06-2023
9793,Corporate,17-07-2022
9794,Corporate,05-02-2024
9795,Consumer,02-06-2023
9796,Small Business,09-08-2023
9797,Small Business,23-10-2022
9798,Small Business,28-07-2022
9799,Consumer,19-03-2023
9800,Consumer,04-11-2022
9801,Consumer,01-08-2023
9802,Corporate,28-07-2022
9803,Small Business,05-02-2024
9804,Consumer,23-11-2023
9805,Small Business,24-01-2023
9806,Consumer,02-10-2023
9807,Consumer,21-01-2022
9808,Consumer,31-12-2024
9809,Small Business,28-03-2024
9810,Corporate,08-12-2023
9811,Small Business,10-04-2023
9812,Consumer,11-07-2024
9813,Small Business,17-08-2022
9814,Corporate,01-02-2023
9815,Small Business,07-04-2022
9816,Small Business,27-02-2024
9817,Consumer,18-08-2023
9818,Consumer,28-07-2024
9819,Consumer,09-09-2023
9820,Consumer,03-05-2022
9821,Consumer,15-06-2022
9822,Consumer,23-05-2024
9823,Corporate,19-08-2022
9824,Consumer,22-07-2022
9825,Corporate,05-07-2023
9826,Corporate,11-02-2022
9827,Consumer,30-06-2022
9828,Consumer,24-06-2024
9829,Small Business,02-04-2023
9830,Consumer,05-07-2024
9831,Consumer,01-06-2023
9832,Consumer,19-01-2023
9833,Small Business,20-08-2022
9834,Consumer,13-09-2023
9835,Small Business,05-06-2024
9836,Consumer,05-01-2023
9837,Corporate,17-09-2024
9838,Consumer,21-12-2024
9839,Corporate,01-02-2023
9840,Small Business,01-06-2023
9841,Consumer,13-09-2022
9842,Corporate,09-11-2023
9843,Consumer,06-05-2024
9844,Consumer,02-07-2024
9845,Corporate,05-10-2024
9846,Consumer,14-03-2022
9847,Small Business,06-05-2023
9848,Consumer,19-01-2023
9849,Consumer,01-12-2022
9850,Consumer,01-12-2023
9851,Consumer,29-10-2022
9852,Corporate,17-12-2023
9853,Consumer,25-08-2022
9854,Small Business,27-04-2022
9855,Consumer,29-05-2022
9856,Corporate,15-03-2024
9857,Consumer,01-09-2023
9858,Consumer,29-08-2022
9859,Corporate,15-01-2023
9860,Consumer,15-08-2022
9861,Consumer,12-02-2024
9862,Corporate,26-05-2023
9863,Consumer,02-01-2022
9864,Consumer,17-09-2024
9865,Consumer,30-12-2022
9866,Corporate,04-10-2022
9867,Corporate,01-10-2023
9868,Consumer,14-04-2022
9869,Consumer,03-07-2022
9870,Consumer,02-06-2024
9871,Consumer,07-04-2024
9872,Consumer,05-01-2024
9873,Consumer,21-05-2023
9874,Consumer,02-03-2024
9875,Consumer,20-10-2024
9876,Consumer,09-09-2023
9877,Consumer,22-08-2024
9878,Consumer,05-09-2024
9879,Consumer,05-01-2022
9880,Consumer,11-06-2022
9881,Consumer,05-08-2024
9882,Consumer,24-01-2023
9883,Consumer,29-10-2023
9884,Consumer,06-04-2023
9885,Consumer,17-11-2024
9886,Consumer,10-12-2024
9887,Small Business,10-02-2022
9888,Consumer,13-05-2024
9889,Corporate,31-07-2024
9890,Consumer,12-02-2022
9891,Consumer,25-05-2024
9892,Consumer,24-08-2024
9893,Small Business,24-02-2023
9894,Corporate,09-06-2022
9895,Small Business,26-02-2024
9896,Small Business,03-05-2024
9897,Consumer,04-02-2022
9898,Consumer,10-05-2024
9899,Small Business,07-09-2024
9900,Consumer,04-07-2022
9901,Consumer,23-01-2024
9902,Consumer,22-04-2023
9903,Small Business,05-12-2024
9904,Consumer,31-07-2022
9905,Corporate,13-02-2022
9906,Consumer,30-12-2023
9907,Consumer,25-01-2024
9908,Small Business,29-03-2024
9909,Small Business,19-04-2022
9910,Consumer,10-07-2022
9911,Corporate,20-06-2023
9912,Consumer,17-09-2023
9913,Consumer,25-02-2023
9914,Consumer,14-07-2024
9915,Consumer,31-10-2024
9916,Corporate,14-01-2022
9917,Consumer,15-07-2024
9918,Consumer,14-10-2022
9919,Consumer,04-05-2022
9920,Consumer,22-09-2024
9921,Consumer,22-06-2024
9922,Corporate,17-06-2022
9923,Small Business,22-12-2022
9924,Consumer,30-07-2022
9925,Consumer,22-08-2022
9926,Consumer,02-11-2024
9927,Consumer,18-02-2024
9928,Consumer,17-08-2022
9929,Consumer,14-09-2023
9930,Small Business,21-12-2022
9931,Consumer,16-10-2024
9932,Consumer,11-04-2024
9933,Consumer,31-07-2024
9934,Consumer,15-07-2024
9935,Consumer,24-04-2022
9936,Small Business,02-01-2023
9937,Corporate,21-05-2024
9938,Small Business,30-05-2023
9939,Consumer,13-12-2023
9940,Small Business,13-10-2022
9941,Consumer,17-05-2024
9942,Small Business,17-01-2023
9943,Small Business,18-06-2023
9944,Consumer,31-08-2022
9945,Small Business,31-08-2022
9946,Small Business,24-12-2023
9947,Consumer,01-01-2022
9948,Consumer,13-07-2024
9949,Consumer,21-09-2024
9950,Consumer,03-09-2023
9951,Corporate,20-02-2023
9952,Consumer,07-11-2023
9953,Corporate,27-02-2024
9954,Consumer,27-02-2022
9955,Small Business,09-01-2024
9956,Corporate,03-03-2022
9957,Corporate,13-07-2023
9958,Consumer,16-03-2024
9959,Consumer,23-07-2024
9960,Corporate,05-12-2022
9961,Consumer,13-08-2023
9962,Corporate,23-01-2024
9963,Consumer,23-05-2024
9964,Consumer,11-09-2022
9965,Small Business,19-05-2024
9966,Consumer,21-02-2023
9967,Consumer,02-10-2022
9968,Consumer,26-02-2023
9969,Consumer,10-03-2023
9970,Corporate,15-07-2022
9971,Corporate,11-05-2024
9972,Consumer,27-01-2023
9973,Consumer,13-07-2023
9974,Consumer,07-11-2022
9975,Small Business,28-02-2024
9976,Small Business,20-12-2022
9977,Small Business,29-12-2024
9978,Corporate,21-02-2023
9979,Small Business,01-01-2022
9980,Corporate,05-07-2024
9981,Corporate,15-02-2023
9982,Consumer,21-07-2024
9983,Consumer,11-12-2023
9984,Corporate,01-02-2023
9985,Corporate,29-04-2024
9986,Corporate,05-12-2023
9987,Consumer,25-10-2022
9988,Small Business,20-10-2022
9989,Consumer,01-09-2022
9990,Corporate,02-06-2023
9991,Consumer,28-08-2024
9992,Corporate,31-05-2024
9993,Small Business,04-09-2023
9994,Consumer,15-01-2023
9995,Consumer,28-08-2023
9996,Small Business,14-02-2024
9997,Corporate,13-11-2023
9998,Consumer,20-06-2024
9999,Consumer,01-12-2023
10000,Consumer,10-04-2023
10001,Small Business,19-06-2022
10002,Consumer,06-04-2022
10003,Consumer,06-05-2023
10004,Consumer,24-03-2023
10005,Small Business,23-10-2023
10006,Consumer,16-09-2024
10007,Consumer,05-10-2022
10008,Corporate,21-10-2024
10009,Consumer,19-01-2022
10010,Consumer,13-05-2024
10011,Consumer,21-10-2022
10012,Corporate,02-11-2024
10013,Small Business,02-06-2023
10014,Corporate,19-04-2022
10015,Consumer,30-05-2023
10016,Consumer,11-02-2022
10017,Consumer,16-12-2022
10018,Small Business,18-08-2023
10019,Small Business,08-05-2023
10020,Consumer,04-10-2023
10021,Consumer,27-12-2024
10022,Corporate,20-08-2023
10023,Small Business,15-04-2023
10024,Corporate,11-10-2022
10025,Consumer,04-12-2024
10026,Consumer,01-06-2024
10027,Consumer,01-05-2022
10028,Corporate,06-05-2023
10029,Consumer,12-04-2023
10030,Consumer,11-10-2024
10031,Corporate,01-08-2022
10032,Small Business,11-04-2023
10033,Corporate,14-05-2023
10034,Corporate,09-07-2024
10035,Small Business,05-07-2024
10036,Consumer,13-08-2022
10037,Consumer,16-11-2023
10038,Consumer,07-05-2024
10039,Corporate,09-08-2024
10040,Corporate,28-02-2022
10041,Consumer,17-04-2024
10042,Consumer,23-07-2023
10043,Small Business,08-11-2024
10044,Corporate,17-05-2023
10045,Consumer,24-10-2024
10046,Consumer,20-11-2022
10047,Consumer,11-05-2022
10048,Consumer,18-12-2022
10049,Consumer,21-10-2023
10050,Corporate,01-08-2024
10051,Small Business,31-10-2022
10052,Small Business,21-04-2024
10053,Consumer,03-01-2023
10054,Small Business,09-08-2024
10055,Consumer,30-12-2024
10056,Corporate,20-07-2023
10057,Small Business,30-04-2023
10058,Small Business,01-08-2024
10059,Consumer,20-06-2024
10060,Small Business,03-11-2022
10061,Consumer,11-04-2024
10062,Consumer,30-05-2024
10063,Consumer,09-04-2024
10064,Corporate,13-12-2024
10065,Small Business,06-05-2023
10066,Consumer,09-01-2023
10067,Consumer,04-11-2024
10068,Small Business,25-06-2022
10069,Corporate,30-07-2024
10070,Corporate,07-07-2023
10071,Consumer,02-09-2022
10072,Consumer,20-08-2022
10073,Corporate,16-04-2023
10074,Consumer,16-07-2024
10075,Consumer,18-07-2023
10076,Corporate,08-04-2024
10077,Consumer,23-01-2024
10078,Corporate,21-07-2022
10079,Corporate,15-09-2022
10080,Consumer,18-02-2024
10081,Consumer,17-02-2022
10082,Consumer,08-04-2023
10083,Consumer,09-10-2024
10084,Small Business,18-05-2024
10085,Consumer,24-09-2023
10086,Corporate,02-04-2024
10087,Consumer,01-08-2023
10088,Small Business,25-04-2022
10089,Consumer,08-02-2024
10090,Consumer,03-12-2024
10091,Small Business,22-05-2024
10092,Small Business,07-03-2023
10093,Consumer,18-08-2022
10094,Consumer,10-12-2023
10095,Consumer,02-08-2023
10096,Consumer,12-07-2024
10097,Corporate,27-08-2024
10098,Corporate,01-04-2023
10099,Small Business,16-06-2024
10100,Consumer,01-09-2024
10101,Consumer,25-04-2022
10102,Consumer,27-09-2024
10103,Consumer,11-11-2023
10104,Small Business,02-10-2023
10105,Consumer,10-07-2023
10106,Consumer,21-07-2022
10107,Consumer,05-02-2024
10108,Consumer,06-01-2022
10109,Consumer,11-10-2024
10110,Consumer,01-04-2023
10111,Consumer,12-06-2024
10112,Consumer,24-11-2023
10113,Small Business,10-11-2024
10114,Consumer,15-04-2023
10115,Corporate,11-09-2023
10116,Consumer,12-10-2024
10117,Consumer,27-01-2022
10118,Corporate,23-03-2024
10119,Corporate,19-02-2023
10120,Consumer,09-06-2024
10121,Small Business,24-11-2023
10122,Consumer,06-01-2024
10123,Consumer,29-06-2023
10124,Consumer,01-01-2024
10125,Small Business,07-07-2022
10126,Consumer,25-12-2022
10127,Consumer,02-03-2022
10128,Consumer,22-08-2022
10129,Small Business,23-08-2023
10130,Consumer,08-06-2022
10131,Consumer,25-05-2023
10132,Consumer,05-07-2022
10133,Small Business,02-06-2024
10134,Corporate,27-10-2024
10135,Corporate,22-01-2024
10136,Consumer,07-11-2022
10137,Corporate,31-03-2022
10138,Consumer,05-12-2023
10139,Corporate,06-02-2022
10140,Consumer,23-01-2023
10141,Small Business,18-09-2023
10142,Corporate,16-02-2022
10143,Consumer,29-08-2024
10144,Consumer,20-08-2024
10145,Consumer,06-06-2023
10146,Small Business,06-07-2024
10147,Consumer,18-06-2023
10148,Consumer,21-09-2024
10149,Consumer,06-01-2024
10150,Consumer,16-12-2022
10151,Consumer,22-10-2022
10152,Consumer,22-12-2022
10153,Corporate,05-06-2022
10154,Corporate,22-07-2024
10155,Consumer,26-05-2022
10156,Consumer,26-10-2023
10157,Consumer,26-12-2024
10158,Small Business,23-12-2022
10159,Corporate,01-12-2022
10160,Corporate,24-12-2024
10161,Consumer,22-11-2023
10162,Consumer,31-12-2023
10163,Consumer,16-03-2023
10164,Consumer,22-06-2024
10165,Small Business,27-08-2024
10166,Small Business,09-09-2024
10167,Consumer,12-05-2024
10168,Consumer,22-03-2022
10169,Consumer,12-12-2022
10170,Consumer,29-11-2023
10171,Corporate,15-02-2024
10172,Consumer,27-02-2023
10173,Small Business,22-08-2024
10174,Consumer,21-12-2022
10175,Consumer,12-04-2024
10176,Consumer,22-01-2023
10177,Small Business,22-02-2022
10178,Small Business,13-04-2022
10179,Consumer,22-06-2023
10180,Small Business,04-10-2024
10181,Consumer,17-10-2022
10182,Corporate,14-01-2023
10183,Consumer,22-04-2022
10184,Small Business,02-08-2023
10185,Consumer,30-12-2024
10186,Corporate,22-04-2022
10187,Consumer,23-12-2023
10188,Small Business,27-02-2023
10189,Small Business,09-06-2022
10190,Consumer,02-02-2022
10191,Consumer,11-03-2024
10192,Consumer,24-05-2024
10193,Consumer,25-11-2023
10194,Consumer,14-03-2023
10195,Corporate,02-07-2022
10196,Small Business,28-10-2022
10197,Consumer,09-10-2022
10198,Small Business,04-12-2024
10199,Consumer,13-09-2022
10200,Corporate,25-11-2022
10201,Consumer,03-08-2022
10202,Small Business,16-07-2022
10203,Corporate,25-02-2023
10204,Small Business,07-02-2024
10205,Corporate,30-08-2022
10206,Consumer,16-03-2022
10207,Consumer,07-07-2023
10208,Consumer,14-12-2022
10209,Corporate,24-01-2022
10210,Consumer,09-07-2023
10211,Consumer,16-04-2024
10212,Corporate,16-08-2022
10213,Small Business,29-04-2023
10214,Consumer,30-10-2024
10215,Consumer,15-11-2023
10216,Consumer,03-09-2024
10217,Small Business,22-10-2022
10218,Small Business,28-11-2023
10219,Small Business,12-02-2023
10220,Small Business,02-10-2022
10221,Corporate,09-07-2022
10222,Consumer,05-09-2024
10223,Corporate,16-09-2023
10224,Consumer,04-02-2024
10225,Consumer,02-05-2022
10226,Consumer,30-10-2023
10227,Small Business,21-08-2022
10228,Small Business,04-08-2023
10229,Small Business,03-05-2023
10230,Consumer,14-03-2023
10231,Consumer,24-09-2024
10232,Small Business,17-11-2023
10233,Corporate,16-04-2022
10234,Consumer,04-01-2023
10235,Consumer,22-07-2022
10236,Consumer,15-12-2022
10237,Small Business,01-06-2022
10238,Corporate,29-11-2024
10239,Small Business,22-03-2024
10240,Small Business,03-02-2024
10241,Consumer,31-03-2022
10242,Consumer,02-01-2022
10243,Corporate,12-03-2022
10244,Consumer,31-05-2024
10245,Small Business,12-06-2024
10246,Corporate,29-10-2023
10247,Consumer,29-03-2022
10248,Small Business,25-03-2022
10249,Consumer,14-08-2023
10250,Consumer,23-08-2024
10251,Consumer,03-02-2024
10252,Corporate,30-07-2024
10253,Consumer,24-05-2023
10254,Corporate,05-02-2024
10255,Corporate,13-04-2023
10256,Consumer,02-09-2023
10257,Consumer,14-02-2022
10258,Consumer,21-05-2023
10259,Corporate,30-06-2024
10260,Consumer,22-12-2024
10261,Consumer,09-04-2022
10262,Small Business,02-07-2023
10263,Consumer,16-10-2023
10264,Consumer,19-03-2022
10265,Consumer,02-06-2022
10266,Small Business,26-03-2022
10267,Consumer,06-05-2022
10268,Consumer,07-10-2024
10269,Small Business,18-11-2023
10270,Small Business,06-11-2022
10271,Consumer,18-04-2022
10272,Small Business,17-08-2023
10273,Small Business,28-03-2024
10274,Consumer,23-03-2023
10275,Consumer,08-03-2022
10276,Consumer,16-09-2024
10277,Consumer,17-11-2023
10278,Consumer,01-03-2022
10279,Consumer,16-02-2024
10280,Corporate,28-07-2024
10281,Corporate,07-08-2022
10282,Consumer,23-05-2023
10283,Consumer,23-02-2024
10284,Small Business,28-11-2023
10285,Consumer,04-12-2023
10286,Small Business,15-12-2023
10287,Corporate,04-12-2022
10288,Corporate,05-04-2024
10289,Corporate,20-02-2022
10290,Consumer,03-11-2023
10291,Consumer,03-01-2024
10292,Consumer,25-06-2023
10293,Corporate,01-01-2022
10294,Consumer,17-11-2022
10295,Consumer,25-02-2022
10296,Consumer,24-11-2022
10297,Consumer,31-05-2024
10298,Small Business,16-05-2024
10299,Consumer,15-11-2024
10300,Corporate,07-12-2022
10301,Consumer,02-07-2022
10302,Consumer,31-08-2024
10303,Consumer,02-06-2024
10304,Consumer,29-03-2022
10305,Small Business,05-04-2024
10306,Consumer,10-04-2023
10307,Consumer,07-10-2024
10308,Corporate,10-03-2022
10309,Consumer,17-05-2023
10310,Consumer,19-04-2022
10311,Small Business,06-03-2024
10312,Small Business,26-11-2022
10313,Consumer,26-12-2024
10314,Consumer,19-12-2022
10315,Consumer,19-08-2024
10316,Corporate,13-04-2023
10317,Corporate,22-07-2023
10318,Consumer,26-02-2024
10319,Small Business,01-11-2024
10320,Consumer,01-04-2022
10321,Small Business,18-08-2022
10322,Consumer,31-12-2023
10323,Consumer,28-05-2023
10324,Consumer,26-04-2024
10325,Consumer,08-03-2023
10326,Corporate,15-01-2023
10327,Small Business,26-12-2022
10328,Consumer,22-12-2023
10329,Consumer,28-05-2022
10330,Consumer,05-09-2024
10331,Consumer,11-04-2022
10332,Consumer,01-11-2023
10333,Small Business,26-04-2022
10334,Small Business,10-03-2024
10335,Consumer,17-11-2024
10336,Consumer,22-05-2022
10337,Consumer,20-06-2022
10338,Small Business,26-07-2022
10339,Small Business,03-10-2024
10340,Small Business,19-08-2024
10341,Consumer,27-12-2022
10342,Corporate,08-09-2022
10343,Consumer,03-03-2023
10344,Consumer,21-06-2022
10345,Consumer,25-02-2022
10346,Small Business,15-07-2023
10347,Small Business,10-06-2024
10348,Consumer,11-12-2022
10349,Consumer,27-03-2024
10350,Consumer,29-07-2023
10351,Corporate,22-07-2024
10352,Consumer,02-09-2023
10353,Corporate,26-12-2024
10354,Consumer,22-04-2022
10355,Consumer,08-08-2022
10356,Consumer,04-11-2024
10357,Consumer,07-09-2024
10358,Consumer,08-12-2023
10359,Consumer,05-07-2023
10360,Consumer,21-11-2023
10361,Corporate,03-11-2022
10362,Consumer,10-05-2022
10363,Consumer,30-06-2022
10364,Corporate,04-04-2023
10365,Corporate,01-04-2023
10366,Consumer,01-07-2023
10367,Consumer,27-12-2024
10368,Corporate,17-12-2022
10369,Consumer,02-11-2023
10370,Small Business,29-08-2022
10371,Consumer,06-06-2023
10372,Corporate,01-09-2024
10373,Consumer,11-11-2022
10374,Consumer,06-12-2023
10375,Small Business,31-03-2024
10376,Consumer,02-04-2024
10377,Small Business,13-03-2023
10378,Corporate,27-05-2022
10379,Small Business,04-07-2023
10380,Consumer,11-11-2022
10381,Consumer,12-11-2024
10382,Small Business,13-06-2024
10383,Small Business,05-10-2024
10384,Corporate,19-01-2022
10385,Small Business,15-07-2023
10386,Small Business,29-11-2024
10387,Consumer,25-06-2022
10388,Corporate,17-06-2022
10389,Consumer,04-12-2023
10390,Consumer,19-07-2023
10391,Consumer,08-04-2024
10392,Corporate,16-02-2024
10393,Small Business,09-10-2023
10394,Consumer,04-07-2023
10395,Corporate,12-03-2023
10396,Consumer,03-06-2022
10397,Consumer,11-06-2022
10398,Small Business,15-10-2023
10399,Small Business,08-02-2024
10400,Consumer,29-04-2023
10401,Consumer,18-04-2022
10402,Consumer,04-02-2022
10403,Consumer,02-01-2023
10404,Consumer,16-05-2023
10405,Small Business,01-03-2024
10406,Small Business,08-07-2023
10407,Consumer,20-02-2022
10408,Small Business,08-11-2022
10409,Small Business,03-08-2023
10410,Consumer,19-03-2023
10411,Small Business,24-11-2023
10412,Consumer,04-10-2023
10413,Consumer,13-05-2024
10414,Consumer,14-11-2022
10415,Consumer,13-10-2024
10416,Consumer,01-11-2022
10417,Consumer,10-09-2023
10418,Consumer,08-03-2023
10419,Consumer,03-11-2023
10420,Consumer,05-12-2022
10421,Consumer,29-03-2024
10422,Consumer,25-04-2023
10423,Corporate,18-08-2023
10424,Consumer,13-08-2023
10425,Consumer,07-09-2023
10426,Consumer,18-10-2024
10427,Consumer,22-09-2024
10428,Consumer,20-09-2022
10429,Consumer,06-07-2023
10430,Corporate,10-11-2024
10431,Consumer,06-10-2023
10432,Corporate,31-01-2022
10433,Small Business,21-04-2024
10434,Consumer,14-10-2022
10435,Small Business,17-09-2023
10436,Consumer,31-05-2024
10437,Corporate,29-07-2024
10438,Consumer,10-10-2023
10439,Consumer,22-11-2022
10440,Consumer,03-09-2022
10441,Consumer,07-01-2024
10442,Consumer,14-05-2024
10443,Consumer,17-05-2022
10444,Consumer,28-01-2023
10445,Corporate,11-09-2023
10446,Consumer,26-05-2022
10447,Consumer,15-02-2022
10448,Consumer,24-12-2023
10449,Consumer,21-11-2023
10450,Corporate,10-03-2024
10451,Consumer,27-06-2024
10452,Consumer,01-05-2023
10453,Consumer,22-02-2023
10454,Corporate,02-07-2022
10455,Small Business,17-12-2022
10456,Consumer,25-08-2024
10457,Corporate,27-10-2023
10458,Consumer,17-02-2022
10459,Consumer,11-04-2024
10460,Consumer,26-10-2023
10461,Consumer,04-08-2024
10462,Corporate,16-10-2024
10463,Consumer,15-08-2023
10464,Small Business,27-03-2022
10465,Corporate,22-06-2023
10466,Consumer,24-08-2024
10467,Consumer,20-03-2024
10468,Consumer,15-11-2023
10469,Corporate,27-03-2022
10470,Corporate,23-04-2024
10471,Consumer,23-09-2023
10472,Small Business,18-11-2022
10473,Consumer,04-05-2023
10474,Consumer,13-01-2022
10475,Corporate,22-08-2024
10476,Corporate,24-02-2024
10477,Consumer,09-02-2023
10478,Consumer,03-07-2023
10479,Corporate,22-03-2022
10480,Consumer,04-04-2024
10481,Consumer,12-02-2022
10482,Corporate,23-04-2022
10483,Consumer,27-09-2023
10484,Consumer,27-06-2024
10485,Consumer,30-01-2024
10486,Small Business,19-03-2024
10487,Consumer,24-03-2022
10488,Consumer,08-11-2023
10489,Consumer,19-04-2022
10490,Small Business,25-04-2022
10491,Small Business,30-06-2024
10492,Consumer,19-11-2022
10493,Consumer,08-01-2024
10494,Small Business,16-06-2024
10495,Small Business,06-11-2023
10496,Consumer,18-09-2023
10497,Consumer,20-10-2023
10498,Small Business,11-10-2022
10499,Small Business,08-12-2023
10500,Corporate,08-12-2022
10501,Consumer,04-08-2024
10502,Consumer,16-11-2024
10503,Small Business,03-11-2023
10504,Consumer,18-06-2023
10505,Consumer,21-03-2022
10506,Consumer,29-07-2022
10507,Consumer,06-02-2024
10508,Consumer,23-01-2022
10509,Corporate,18-11-2023
10510,Consumer,06-02-2022
10511,Small Business,22-08-2024
10512,Consumer,14-05-2022
10513,Consumer,18-11-2023
10514,Small Business,03-09-2024
10515,Corporate,17-03-2023
10516,Consumer,06-10-2024
10517,Corporate,17-05-2024
10518,Consumer,23-12-2022
10519,Small Business,22-04-2023
10520,Corporate,06-05-2022
10521,Consumer,03-09-2023
10522,Corporate,10-01-2023
10523,Consumer,30-10-2023
10524,Consumer,12-06-2023
10525,Small Business,12-03-2023
10526,Corporate,18-09-2023
10527,Consumer,02-04-2022
10528,Consumer,18-08-2022
10529,Consumer,08-08-2023
10530,Small Business,27-03-2022
10531,Corporate,22-01-2023
10532,Consumer,05-12-2023
10533,Consumer,25-04-2024
10534,Consumer,12-10-2024
10535,Consumer,06-10-2023
10536,Consumer,25-05-2024
10537,Corporate,24-02-2022
10538,Consumer,14-01-2022
10539,Consumer,02-08-2023
10540,Corporate,23-09-2023
10541,Consumer,27-04-2024
10542,Consumer,16-01-2022
10543,Consumer,02-01-2024
