OrderID,OrderDate,Region,City,Channel,PaymentMethod,CustomerKey,ProductKey,Quantity,UnitPrice,Discount(%),ShippingFee,Tax_Rate,Returned,ReturnReason,GrossAmount,DiscountAmount,TaxAmount,NetRevenue
734672,2024-05-26,East,Kolkata,Online,UPI,690,15,2,16442,0.2,149,0.18,0,,32884.00,6576.80,4762.12,31218.32
734673,2024-05-15,North,Lucknow,Online,UPI,10788,7,7,4383,0.15,149,0.18,0,,30681.00,4602.15,4721.01,30948.86
734674,2024-11-27,North,Jaipur,Distributor,NetBanking,4848,4,2,36182,0,99,0.18,1,Late Delivery,72364.00,0.00,13043.34,85506.34
734675,2024-09-19,South,Hyderabad,Online,UPI,1650,5,6,3273,0.15,149,0.18,0,,19638.00,2945.70,3031.43,19872.73
734676,2024-10-31,North,Lucknow,Distributor,UPI,11488,6,6,2895,0.1,0,0.18,0,,17370.00,1737.00,2813.94,18446.94
734677,2024-06-26,East,Bhubaneswar,Retail,Card,10599,9,5,2418,0,99,0.18,0,,12090.00,0.00,2194.02,14383.02
734678,2024-11-03,South,Hyderabad,Online,UPI,1445,1,5,62438,0,0,0.18,0,,312190.00,0.00,56194.20,368384.20
734679,2024-02-24,South,Kochi,Online,Card,667,7,3,1022,0.1,199,0.18,0,,3066.00,306.60,532.51,3490.91
734680,2024-05-21,North,Delhi,Retail,Card,7670,5,3,4263,0,49,0.18,0,,12789.00,0.00,2310.84,15148.84
734681,2024-12-27,East,Patna,Retail,UPI,3176,12,3,62717,0,49,0.18,0,,188151.00,0.00,33876.00,222076.00
734682,2024-02-16,West,Pune,Online,UPI,611,5,9,3673,0,49,0.18,1,Wrong Item,33057.00,0.00,5959.08,39065.08
734683,2024-11-28,East,Patna,Online,COD,1324,13,3,1130,0,99,0.18,0,,3390.00,0.00,628.02,4117.02
734684,2024-10-25,West,Ahmedabad,Retail,UPI,91,15,3,11292,0.05,99,0.18,0,,33876.00,1693.80,5810.62,38091.82
734685,2024-10-21,West,Indore,Retail,Card,2881,1,4,64806,0.1,0,0.18,0,,259224.00,25922.40,41994.29,275295.89
734686,2024-07-15,West,Indore,Online,COD,6790,7,3,995,0.15,149,0.18,0,,2985.00,447.75,483.52,3169.77
734687,2024-12-20,East,Bhubaneswar,Distributor,Card,6118,13,4,731,0,0,0.18,0,,2924.00,0.00,526.32,3450.32
734688,2024-10-12,North,Delhi,Online,UPI,11877,12,2,57844,0.1,49,0.18,0,,115688.00,11568.80,18750.28,122918.48
734689,2024-10-02,North,Delhi,Distributor,Card,2229,15,3,9179,0.05,99,0.18,1,Late Delivery,27537.00,1376.85,4726.65,30985.80
734690,2024-08-18,West,Indore,Retail,UPI,4027,12,2,23610,0,49,0.18,0,,47220.00,0.00,8508.42,55777.42
734691,2024-01-23,North,Delhi,Online,Card,6087,6,4,1863,0,199,0.18,0,,7452.00,0.00,1377.18,9028.18
734692,2024-04-30,East,Patna,Online,Card,2078,7,6,856,0,149,0.18,0,,5136.00,0.00,951.30,6236.30
734693,2024-07-02,North,Lucknow,Retail,Card,4225,15,3,34934,0.1,49,0.18,1,Late Delivery,104802.00,10480.20,16986.74,111357.54
734694,2024-02-19,North,Lucknow,Online,UPI,5465,11,3,4566,0.05,149,0.18,0,,13698.00,684.90,2369.18,15531.28
734695,2024-10-28,South,Hyderabad,Retail,Card,1910,15,2,62200,0.2,99,0.18,0,,124400.00,24880.00,17931.42,117550.42
734696,2024-04-17,East,Guwahati,Online,UPI,6160,5,4,400,0.25,199,0.18,0,,1600.00,400.00,251.82,1650.82
734697,2024-11-10,East,Bhubaneswar,Online,Card,4281,5,5,761,0.15,99,0.18,0,,3805.00,570.75,599.98,3933.23
734698,2024-09-03,North,Lucknow,Online,Card,11420,8,5,46077,0.2,99,0.18,0,,230385.00,46077.00,33193.26,217600.26
734699,2024-10-30,North,Chandigarh,Online,COD,2891,8,4,31643,0,0,0.18,0,,126572.00,0.00,22782.96,149354.96
734700,2024-06-14,North,Lucknow,Online,COD,478,4,4,52598,0,199,0.18,0,,210392.00,0.00,37906.38,248497.38
734701,2024-12-07,South,Kochi,Online,Card,4415,5,3,2266,0.1,0,0.18,1,Wrong Item,6798.00,679.80,1101.28,7219.48
734702,2024-06-06,East,Guwahati,Online,UPI,10725,3,2,52486,0.2,49,0.18,0,,104972.00,20994.40,15124.79,99151.39
734703,2024-07-05,North,Jaipur,Retail,UPI,5359,1,1,48676,0.05,0,0.18,0,,48676.00,2433.80,8323.60,54565.80
734704,2024-07-27,North,Chandigarh,Online,Card,2592,8,3,21253,0.25,199,0.18,0,,63759.00,15939.75,8643.28,56661.53
734705,2024-02-01,East,Patna,Retail,UPI,7008,10,3,13853,0,49,0.18,0,,41559.00,0.00,7489.44,49097.44
734706,2024-03-06,East,Guwahati,Online,COD,4199,13,5,3275,0.05,199,0.18,0,,16375.00,818.75,2835.94,18591.19
734707,2024-05-16,West,Mumbai,Online,UPI,8620,12,9,35669,0,49,0.18,0,,321021.00,0.00,57792.60,378862.60
734708,2024-10-27,East,Guwahati,Online,UPI,11505,6,5,1462,0,199,0.18,0,,7310.00,0.00,1351.62,8860.62
734709,2024-11-18,East,Kolkata,Online,Card,8910,12,1,60802,0.1,49,0.18,0,,60802.00,6080.20,9858.74,64629.54
734710,2024-06-03,South,Kochi,Online,UPI,5729,7,7,3273,0,49,0.18,0,,22911.00,0.00,4132.80,27092.80
734711,2024-02-16,West,Indore,Online,Card,1431,10,4,6422,0.15,99,0.18,1,Damaged,25688.00,3853.20,3948.08,25881.88
734712,2024-02-04,East,Guwahati,Retail,UPI,8074,11,3,4423,0,0,0.18,0,,13269.00,0.00,2388.42,15657.42
734713,2024-02-05,East,Patna,Retail,Card,799,12,1,14403,0,149,0.18,0,,14403.00,0.00,2619.36,17171.36
734714,2024-08-21,West,Mumbai,Online,UPI,11251,9,6,3536,0.1,49,0.18,0,,21216.00,2121.60,3445.81,22589.21
734715,2024-04-24,East,Guwahati,Retail,UPI,10721,2,3,46889,0.1,99,0.18,0,,140667.00,14066.70,22805.87,149505.17
734716,2024-01-28,South,Hyderabad,Distributor,UPI,9023,9,4,1763,0.05,99,0.18,0,,7052.00,352.60,1223.71,8022.11
734717,2024-11-15,North,Jaipur,Retail,Card,8890,8,4,23231,0.2,149,0.18,0,,92924.00,18584.80,13407.88,87896.08
734718,2024-12-17,North,Jaipur,Distributor,Card,4219,10,4,1714,0,99,0.18,0,,6856.00,0.00,1251.90,8206.90
734719,2024-10-31,West,Indore,Retail,UPI,1692,10,3,6025,0.2,0,0.18,0,,18075.00,3615.00,2602.80,17062.80
734720,2024-09-29,West,Indore,Distributor,Card,8863,15,2,61948,0,199,0.18,0,,123896.00,0.00,22337.10,146432.10
734721,2024-10-03,North,Chandigarh,Online,UPI,2984,14,4,33722,0.2,49,0.18,0,,134888.00,26977.60,19432.69,127392.09
734722,2024-04-08,West,Ahmedabad,Retail,COD,5408,12,2,35688,0.05,0,0.18,0,,71376.00,3568.80,12205.30,80012.50
734723,2024-02-19,East,Bhubaneswar,Online,COD,6642,4,3,41263,0.05,49,0.18,0,,123789.00,6189.45,21176.74,138825.29
734724,2024-04-22,North,Delhi,Online,NetBanking,8221,3,4,49948,0,99,0.18,0,,199792.00,0.00,35980.38,235871.38
734725,2024-03-07,South,Hyderabad,Online,NetBanking,9641,9,3,2695,0,0,0.18,0,,8085.00,0.00,1455.30,9540.30
734726,2024-09-15,West,Pune,Online,UPI,9085,4,2,57858,0.1,0,0.18,0,,115716.00,11571.60,18745.99,122890.39
734727,2024-02-18,West,Indore,Online,UPI,10765,14,2,8484,0.15,0,0.18,1,No Longer Needed,16968.00,2545.20,2596.10,17018.90
734728,2024-11-30,West,Indore,Online,UPI,10077,13,1,1878,0,0,0.18,0,,1878.00,0.00,338.04,2216.04
734729,2024-10-01,North,Lucknow,Retail,UPI,11647,2,7,34240,0,199,0.18,0,,239680.00,0.00,43178.22,283057.22
734730,2024-03-05,North,Chandigarh,Retail,UPI,402,11,1,17383,0,49,0.18,0,,17383.00,0.00,3137.76,20569.76
734731,2024-05-20,South,Bengaluru,Online,NetBanking,2783,7,5,2545,0.05,0,0.18,0,,12725.00,636.25,2175.98,14264.73
734732,2024-09-21,South,Chennai,Online,UPI,2009,15,5,59028,0.05,49,0.18,0,,295140.00,14757.00,50477.76,330909.76
734733,2024-09-05,North,Delhi,Retail,COD,9287,10,2,2647,0.05,99,0.18,0,,5294.00,264.70,923.09,6051.39
734734,2024-03-04,South,Bengaluru,Online,Card,3446,4,1,23875,0.1,99,0.18,0,,23875.00,2387.50,3885.57,25472.07
734735,2024-05-05,North,Delhi,Retail,Card,1437,2,4,13975,0,149,0.18,0,,55900.00,0.00,10088.82,66137.82
734736,2024-02-11,South,Bengaluru,Retail,NetBanking,8719,7,7,1522,0,49,0.18,1,Wrong Item,10654.00,0.00,1926.54,12629.54
734737,2024-09-11,North,Chandigarh,Retail,COD,10909,7,4,1504,0.1,149,0.18,0,,6016.00,601.60,1001.41,6564.81
734738,2024-01-26,South,Hyderabad,Retail,COD,10904,4,2,56222,0,49,0.18,0,,112444.00,0.00,20248.74,132741.74
734739,2024-11-07,North,Jaipur,Online,COD,710,5,4,2529,0,99,0.18,0,,10116.00,0.00,1838.70,12053.70
734740,2024-10-17,South,Kochi,Online,UPI,9119,3,3,12922,0.15,49,0.18,0,,38766.00,5814.90,5940.02,38940.12
734741,2024-11-04,East,Guwahati,Online,UPI,10047,10,4,7110,0,149,0.18,0,,28440.00,0.00,5146.02,33735.02
734742,2024-11-14,North,Jaipur,Retail,Card,1990,7,7,1424,0.25,199,0.18,0,,9968.00,2492.00,1381.50,9056.50
734743,2024-07-24,South,Hyderabad,Online,Card,1445,14,6,29315,0,149,0.18,0,,175890.00,0.00,31687.02,207726.02
734744,2024-07-14,East,Guwahati,Retail,Card,6004,8,4,19663,0.2,0,0.18,0,,78652.00,15730.40,11325.89,74247.49
734745,2024-08-28,South,Kochi,Online,UPI,4695,8,5,20078,0,99,0.18,0,,100390.00,0.00,18088.02,118577.02
734746,2024-10-19,East,Patna,Online,Card,9803,4,5,13202,0,149,0.18,1,No Longer Needed,66010.00,0.00,11908.62,78067.62
734747,2024-06-05,West,Mumbai,Online,UPI,2317,4,2,60216,0.1,149,0.18,0,,120432.00,12043.20,19536.80,128074.60
734748,2024-09-07,South,Bengaluru,Retail,UPI,2104,10,1,8506,0.1,0,0.18,0,,8506.00,850.60,1377.97,9033.37
734749,2024-07-25,South,Bengaluru,Distributor,UPI,1965,15,4,24527,0.1,49,0.18,0,,98108.00,9810.80,15902.32,104248.52
734750,2024-07-17,South,Chennai,Online,Card,6043,3,7,62567,0,0,0.18,0,,437969.00,0.00,78834.42,516803.42
734751,2024-04-22,North,Lucknow,Online,NetBanking,7626,10,4,16511,0.15,49,0.18,0,,66044.00,9906.60,10113.55,66299.95
734752,2024-01-18,East,Guwahati,Retail,Card,2719,7,4,1241,0,99,0.18,0,,4964.00,0.00,911.34,5974.34
734753,2024-08-22,West,Pune,Online,UPI,2734,11,6,3802,0,99,0.18,1,Wrong Item,22812.00,0.00,4123.98,27034.98
734754,2024-11-15,West,Indore,Online,Card,8909,11,2,1519,0.2,49,0.18,0,,3038.00,607.60,446.29,2925.69
734755,2024-01-21,South,Bengaluru,Retail,UPI,4166,6,3,1162,0.05,49,0.18,0,,3486.00,174.30,604.93,3965.63
734756,2024-07-18,East,Kolkata,Retail,UPI,6197,11,6,2045,0.1,0,0.18,0,,12270.00,1227.00,1987.74,13030.74
734757,2024-03-27,North,Jaipur,Retail,Card,2837,6,3,2212,0,149,0.18,0,,6636.00,0.00,1221.30,8006.30
734758,2024-05-15,West,Ahmedabad,Distributor,UPI,4895,13,4,3910,0,0,0.18,1,Wrong Item,15640.00,0.00,2815.20,18455.20
734759,2024-11-11,North,Delhi,Online,Card,7819,4,4,37441,0,0,0.18,0,,149764.00,0.00,26957.52,176721.52
734760,2024-12-26,West,Indore,Online,UPI,9284,9,3,1053,0.1,149,0.18,0,,3159.00,315.90,538.58,3530.68
734761,2024-03-24,West,Indore,Retail,Card,2372,3,1,49590,0.1,149,0.18,0,,49590.00,4959.00,8060.40,52840.40
734762,2024-05-16,East,Guwahati,Retail,Card,11028,14,2,23698,0,149,0.18,0,,47396.00,0.00,8558.10,56103.10
734763,2024-10-07,North,Chandigarh,Online,UPI,9029,9,3,1332,0.05,49,0.18,0,,3996.00,199.80,692.14,4537.34
734764,2024-01-12,South,Bengaluru,Online,Card,58,2,4,11626,0,0,0.18,0,,46504.00,0.00,8370.72,54874.72
734765,2024-02-07,North,Jaipur,Distributor,UPI,2637,4,3,61770,0.1,149,0.18,0,,185310.00,18531.00,30047.04,196975.04
734766,2024-03-21,North,Lucknow,Retail,Card,1963,15,7,32621,0.1,99,0.18,1,Damaged,228347.00,22834.70,37010.03,242621.33
734767,2024-01-19,South,Hyderabad,Online,Card,9373,5,3,2181,0.05,149,0.18,0,,6543.00,327.15,1145.67,7510.52
734768,2024-11-04,North,Chandigarh,Online,Card,6157,14,3,20809,0,149,0.18,0,,62427.00,0.00,11263.68,73839.68
734769,2024-06-16,North,Jaipur,Retail,UPI,10182,6,4,612,0,49,0.18,0,,2448.00,0.00,449.46,2946.46
734770,2024-03-23,West,Indore,Retail,Card,3144,10,6,6643,0.05,99,0.18,1,Damaged,39858.00,1992.90,6833.54,44797.64
734771,2024-11-12,East,Patna,Online,NetBanking,10150,3,7,15757,0,0,0.18,0,,110299.00,0.00,19853.82,130152.82
734772,2024-12-10,West,Pune,Online,COD,9506,3,1,14202,0.05,199,0.18,0,,14202.00,710.10,2464.36,16155.26
734773,2024-04-22,West,Indore,Retail,Card,10867,8,5,49361,0,199,0.18,0,,246805.00,0.00,44460.72,291464.72
734774,2024-05-20,East,Kolkata,Online,UPI,6998,3,2,60033,0,0,0.18,0,,120066.00,0.00,21611.88,141677.88
734775,2024-06-19,South,Chennai,Online,NetBanking,5308,13,3,2414,0.2,99,0.18,0,,7242.00,1448.40,1060.67,6953.27
734776,2024-05-29,West,Indore,Online,UPI,11418,7,6,3653,0,99,0.18,0,,21918.00,0.00,3963.06,25980.06
734777,2024-10-08,West,Mumbai,Retail,UPI,3324,11,4,13304,0.15,99,0.18,0,,53216.00,7982.40,8159.87,53492.47
734778,2024-03-01,West,Mumbai,Online,UPI,4544,7,2,2872,0.1,149,0.18,0,,5744.00,574.40,957.35,6275.95
734779,2024-10-04,North,Delhi,Distributor,NetBanking,11187,1,5,44076,0.2,99,0.18,0,,220380.00,44076.00,31752.54,208155.54
734780,2024-12-21,South,Kochi,Retail,Card,8136,2,5,43988,0,49,0.18,1,Damaged,219940.00,0.00,39598.02,259587.02
734781,2024-12-22,North,Chandigarh,Distributor,COD,10960,6,5,4355,0.1,49,0.18,0,,21775.00,2177.50,3536.37,23182.87
734782,2024-09-05,West,Pune,Retail,UPI,5256,8,2,23545,0,0,0.18,0,,47090.00,0.00,8476.20,55566.20
734783,2024-11-16,East,Bhubaneswar,Online,UPI,3427,3,2,60303,0.1,199,0.18,0,,120606.00,12060.60,19573.99,128318.39
734784,2024-09-16,West,Ahmedabad,Online,NetBanking,9609,8,4,59123,0,99,0.18,0,,236492.00,0.00,42586.38,279177.38
734785,2024-09-09,East,Kolkata,Online,NetBanking,6331,12,1,50767,0.15,49,0.18,0,,50767.00,7615.05,7776.17,50977.12
734786,2024-09-07,East,Kolkata,Retail,UPI,2563,7,4,3795,0,99,0.18,0,,15180.00,0.00,2750.22,18029.22
734787,2024-05-11,South,Kochi,Online,Card,5562,4,4,55032,0.1,49,0.18,0,,220128.00,22012.80,35669.56,233833.76
734788,2024-08-01,East,Bhubaneswar,Online,UPI,177,1,6,29525,0,149,0.18,0,,177150.00,0.00,31913.82,209212.82
734789,2024-05-12,North,Jaipur,Online,Card,9207,1,6,52633,0.15,199,0.18,0,,315798.00,47369.70,48352.91,316980.21
734790,2024-01-29,North,Lucknow,Retail,NetBanking,5209,4,2,26085,0,49,0.18,0,,52170.00,0.00,9399.42,61618.42
734791,2024-11-05,North,Delhi,Online,Card,7997,12,3,12356,0.05,199,0.18,0,,37068.00,1853.40,6374.45,41788.05
734792,2024-06-03,East,Bhubaneswar,Online,UPI,11597,9,1,675,0,149,0.18,0,,675.00,0.00,148.32,972.32
734793,2024-01-28,West,Indore,Online,Card,11584,2,3,33032,0,0,0.18,0,,99096.00,0.00,17837.28,116933.28
734794,2024-08-19,South,Hyderabad,Retail,UPI,6475,4,1,56201,0,49,0.18,0,,56201.00,0.00,10125.00,66375.00
734795,2024-09-13,West,Ahmedabad,Online,NetBanking,11347,8,5,17480,0.1,199,0.18,0,,87400.00,8740.00,14194.62,93053.62
734796,2024-09-18,West,Ahmedabad,Online,Card,7147,4,4,41043,0.2,99,0.18,0,,164172.00,32834.40,23658.59,155095.19
734797,2024-01-21,West,Mumbai,Online,UPI,11844,6,1,2541,0,99,0.18,1,Late Delivery,2541.00,0.00,475.20,3115.20
734798,2024-05-28,West,Ahmedabad,Distributor,UPI,5457,9,4,650,0,49,0.18,0,,2600.00,0.00,476.82,3125.82
734799,2024-11-15,North,Delhi,Distributor,UPI,11807,4,1,22100,0.05,199,0.18,0,,22100.00,1105.00,3814.92,25008.92
734800,2024-02-13,South,Hyderabad,Retail,UPI,2036,14,3,31484,0,0,0.18,1,Wrong Item,94452.00,0.00,17001.36,111453.36
734801,2024-06-28,East,Patna,Online,UPI,11327,13,3,590,0,0,0.18,1,Wrong Item,1770.00,0.00,318.60,2088.60
734802,2024-02-17,West,Mumbai,Online,NetBanking,1407,10,2,8233,0,149,0.18,0,,16466.00,0.00,2990.70,19605.70
734803,2024-08-05,South,Hyderabad,Online,Card,3346,7,4,4435,0.05,99,0.18,0,,17740.00,887.00,3051.36,20003.36
734804,2024-04-21,North,Lucknow,Online,UPI,1931,8,5,35274,0.05,0,0.18,1,No Longer Needed,176370.00,8818.50,30159.27,197710.77
734805,2024-09-26,West,Mumbai,Online,COD,10438,15,3,33057,0,149,0.18,0,,99171.00,0.00,17877.60,117197.60
734806,2024-08-06,North,Lucknow,Online,NetBanking,8577,6,6,522,0,0,0.18,0,,3132.00,0.00,563.76,3695.76
734807,2024-02-22,East,Bhubaneswar,Online,COD,2800,5,3,3942,0.1,99,0.18,1,Late Delivery,11826.00,1182.60,1933.63,12676.03
734808,2024-11-18,West,Pune,Online,UPI,4061,10,3,17994,0.2,99,0.18,0,,53982.00,10796.40,7791.23,51075.83
734809,2024-10-04,South,Kochi,Online,NetBanking,11052,6,1,3963,0.05,49,0.18,0,,3963.00,198.15,686.49,4500.34
734810,2024-01-23,East,Kolkata,Online,NetBanking,6920,1,5,46078,0,199,0.18,1,Damaged,230390.00,0.00,41506.02,272095.02
734811,2024-04-10,South,Kochi,Retail,NetBanking,10147,7,2,3717,0,199,0.18,0,,7434.00,0.00,1373.94,9006.94
734812,2024-08-24,East,Patna,Retail,Card,11987,7,4,1250,0,199,0.18,0,,5000.00,0.00,935.82,6134.82
734813,2024-02-12,South,Kochi,Online,Card,9220,10,2,11051,0.15,99,0.18,0,,22102.00,3315.30,3399.43,22285.13
734814,2024-04-15,North,Jaipur,Retail,UPI,1790,9,2,347,0,149,0.18,0,,694.00,0.00,151.74,994.74
734815,2024-09-15,South,Hyderabad,Distributor,UPI,2593,14,8,28600,0.2,0,0.18,0,,228800.00,45760.00,32947.20,215987.20
734816,2024-10-29,South,Bengaluru,Retail,Card,10392,11,4,13614,0.05,0,0.18,0,,54456.00,2722.80,9311.98,61045.18
734817,2024-11-06,North,Jaipur,Online,UPI,10410,1,4,11949,0.15,0,0.18,0,,47796.00,7169.40,7312.79,47939.39
734818,2024-04-18,East,Bhubaneswar,Online,Card,7106,7,3,1649,0,99,0.18,0,,4947.00,0.00,908.28,5954.28
734819,2024-11-23,West,Pune,Online,Card,9824,15,1,29798,0.25,149,0.18,0,,29798.00,7449.50,4049.55,26547.05
734820,2024-11-05,North,Jaipur,Online,Card,10601,13,5,3277,0.05,0,0.18,0,,16385.00,819.25,2801.84,18367.59
734821,2024-01-25,South,Kochi,Retail,Card,8305,11,2,3565,0.05,99,0.18,0,,7130.00,356.50,1237.05,8109.55
734822,2024-03-20,North,Lucknow,Online,UPI,7028,7,1,532,0,49,0.18,0,,532.00,0.00,104.58,685.58
734823,2024-12-01,East,Bhubaneswar,Online,UPI,6669,8,2,62983,0.05,99,0.18,0,,125966.00,6298.30,21558.01,141324.71
734824,2024-03-16,North,Jaipur,Online,NetBanking,10207,12,2,22452,0,199,0.18,0,,44904.00,0.00,8118.54,53221.54
734825,2024-11-13,North,Chandigarh,Online,Card,9825,7,3,884,0,99,0.18,0,,2652.00,0.00,495.18,3246.18
734826,2024-03-11,South,Bengaluru,Retail,Card,11041,12,7,8814,0.05,49,0.18,0,,61698.00,3084.90,10559.18,69221.28
734827,2024-10-26,South,Kochi,Online,UPI,8320,7,2,1735,0,49,0.18,0,,3470.00,0.00,633.42,4152.42
734828,2024-06-22,South,Kochi,Online,Card,10032,13,4,1141,0,49,0.18,0,,4564.00,0.00,830.34,5443.34
734829,2024-08-09,East,Bhubaneswar,Retail,UPI,5877,6,1,921,0.1,99,0.18,0,,921.00,92.10,167.02,1094.92
734830,2024-01-04,West,Mumbai,Retail,UPI,8655,15,4,54147,0.05,149,0.18,1,Wrong Item,216588.00,10829.40,37063.37,242970.97
734831,2024-11-18,South,Kochi,Retail,Card,5262,2,3,48628,0,199,0.18,0,,145884.00,0.00,26294.94,172377.94
734832,2024-03-25,West,Pune,Online,NetBanking,11414,14,2,45552,0.05,149,0.18,0,,91104.00,4555.20,15605.60,102303.40
734833,2024-09-06,North,Lucknow,Online,UPI,930,7,5,942,0.25,99,0.18,0,,4710.00,1177.50,653.67,4285.17
734834,2024-11-18,South,Kochi,Distributor,COD,11603,10,1,17306,0.1,0,0.18,0,,17306.00,1730.60,2803.57,18378.97
734835,2024-01-30,East,Bhubaneswar,Online,UPI,1845,3,6,20122,0.25,0,0.18,0,,120732.00,30183.00,16298.82,106847.82
734836,2024-02-15,South,Chennai,Online,UPI,743,15,10,18002,0.1,49,0.18,0,,180020.00,18002.00,29172.06,191239.06
734837,2024-02-20,South,Bengaluru,Online,Card,8704,6,2,3857,0.05,0,0.18,0,,7714.00,385.70,1319.09,8647.39
734838,2024-11-29,North,Jaipur,Retail,Card,4998,3,4,62850,0.1,199,0.18,0,,251400.00,25140.00,40762.62,267221.62
734839,2024-03-08,West,Indore,Online,NetBanking,3735,6,2,3931,0.05,49,0.18,1,Wrong Item,7862.00,393.10,1353.22,8871.12
734840,2024-10-16,East,Bhubaneswar,Online,Card,6444,6,2,1390,0,99,0.18,0,,2780.00,0.00,518.22,3397.22
734841,2024-02-26,East,Kolkata,Online,UPI,3775,3,6,53569,0,199,0.18,0,,321414.00,0.00,57890.34,379503.34
734842,2024-11-23,North,Lucknow,Online,COD,11338,8,3,36229,0.05,0,0.18,0,,108687.00,5434.35,18585.48,121838.13
734843,2024-01-05,South,Kochi,Retail,Card,729,8,6,40404,0,49,0.18,0,,242424.00,0.00,43645.14,286118.14
734844,2024-10-16,South,Bengaluru,Retail,Card,523,14,2,38590,0.05,149,0.18,0,,77180.00,3859.00,13224.60,86694.60
734845,2024-10-15,South,Kochi,Online,NetBanking,9428,2,2,57698,0,199,0.18,0,,115396.00,0.00,20807.10,136402.10
734846,2024-11-25,North,Jaipur,Distributor,Card,1365,3,4,35740,0.2,149,0.18,1,Late Delivery,142960.00,28592.00,20613.06,135130.06
734847,2024-12-13,East,Patna,Retail,UPI,3432,7,2,3102,0,49,0.18,0,,6204.00,0.00,1125.54,7378.54
734848,2024-07-25,West,Pune,Distributor,UPI,319,10,3,1708,0.1,49,0.18,0,,5124.00,512.40,838.91,5499.51
734849,2024-10-11,North,Delhi,Online,NetBanking,1459,1,3,9080,0.1,0,0.18,0,,27240.00,2724.00,4412.88,28928.88
734850,2024-11-29,West,Pune,Online,Card,11750,9,2,2316,0,149,0.18,0,,4632.00,0.00,860.58,5641.58
734851,2024-12-27,North,Chandigarh,Online,Card,7639,11,5,9724,0.1,49,0.18,0,,48620.00,4862.00,7885.26,51692.26
734852,2024-05-09,West,Indore,Online,NetBanking,9774,11,4,11340,0.2,99,0.18,0,,45360.00,9072.00,6549.66,42936.66
734853,2024-04-14,East,Kolkata,Distributor,UPI,3497,1,2,41466,0.2,99,0.18,0,,82932.00,16586.40,11960.03,78404.63
734854,2024-04-19,East,Kolkata,Retail,UPI,5385,4,5,24168,0,99,0.18,0,,120840.00,0.00,21769.02,142708.02
734855,2024-03-12,West,Mumbai,Retail,UPI,10852,2,2,18066,0,49,0.18,0,,36132.00,0.00,6512.58,42693.58
734856,2024-06-14,East,Kolkata,Online,Card,10848,15,3,35936,0,0,0.18,0,,107808.00,0.00,19405.44,127213.44
734857,2024-08-09,West,Mumbai,Distributor,COD,7417,4,2,16716,0.2,0,0.18,0,,33432.00,6686.40,4814.21,31559.81
734858,2024-11-11,South,Kochi,Distributor,Card,918,8,5,63031,0.2,99,0.18,0,,315155.00,63031.00,45400.14,297623.14
734859,2024-12-27,West,Pune,Online,UPI,9106,2,2,43166,0.1,49,0.18,0,,86332.00,8633.20,13994.60,91742.40
734860,2024-11-06,East,Kolkata,Retail,UPI,11725,15,5,63221,0,99,0.18,0,,316105.00,0.00,56916.72,373120.72
734861,2024-10-21,South,Bengaluru,Online,Card,4207,11,3,3269,0,0,0.18,0,,9807.00,0.00,1765.26,11572.26
734862,2024-04-26,West,Indore,Retail,NetBanking,11388,2,4,26234,0,0,0.18,1,No Longer Needed,104936.00,0.00,18888.48,123824.48
734863,2024-04-22,East,Patna,Distributor,UPI,4612,3,5,47855,0.2,199,0.18,0,,239275.00,47855.00,34491.42,226110.42
734864,2024-03-11,West,Indore,Online,UPI,6379,6,3,350,0.05,49,0.18,0,,1050.00,52.50,188.37,1234.87
734865,2024-03-05,West,Indore,Distributor,UPI,11633,3,3,54878,0.05,0,0.18,0,,164634.00,8231.70,28152.41,184554.71
734866,2024-03-07,East,Kolkata,Online,NetBanking,3157,11,3,1302,0.1,0,0.18,0,,3906.00,390.60,632.77,4148.17
734867,2024-12-04,South,Kochi,Online,UPI,11922,4,2,8069,0.25,99,0.18,0,,16138.00,4034.50,2196.45,14398.95
734868,2024-04-27,West,Pune,Distributor,UPI,227,3,4,35744,0.05,199,0.18,0,,142976.00,7148.80,24484.72,160510.92
734869,2024-08-11,North,Jaipur,Distributor,COD,8566,6,4,853,0.1,0,0.18,0,,3412.00,341.20,552.74,3623.54
734870,2024-02-14,South,Chennai,Online,UPI,81,15,5,52156,0.25,0,0.18,0,,260780.00,65195.00,35205.30,230790.30
734871,2024-11-21,East,Guwahati,Retail,Card,2688,13,6,413,0.05,49,0.18,0,,2478.00,123.90,432.56,2835.66
734872,2024-08-03,East,Patna,Online,Card,6868,3,3,50998,0.1,0,0.18,1,No Longer Needed,152994.00,15299.40,24785.03,162479.63
734873,2024-11-22,South,Chennai,Online,Card,2756,1,5,32660,0,99,0.18,0,,163300.00,0.00,29411.82,192810.82
734874,2024-10-18,South,Chennai,Retail,UPI,8139,6,4,3825,0.05,49,0.18,0,,15300.00,765.00,2625.12,17209.12
734875,2024-12-22,West,Ahmedabad,Online,COD,7432,9,5,1320,0,49,0.18,0,,6600.00,0.00,1196.82,7845.82
734876,2024-12-27,East,Guwahati,Retail,Card,7261,12,3,45809,0.05,49,0.18,0,,137427.00,6871.35,23508.84,154113.49
734877,2024-03-03,South,Chennai,Retail,Card,3857,9,5,608,0.05,149,0.18,0,,3040.00,152.00,546.66,3583.66
734878,2024-11-21,North,Lucknow,Online,COD,533,7,3,2960,0,49,0.18,0,,8880.00,0.00,1607.22,10536.22
